"UAAXK0000","UAAXK0000_ORG","UAA","res","x","y"
9820,1220,9820,40000,4840,4600
15900,1670,15900,40000,4960,4600
29110,5260,29110,40000,5000,4600
31540,4210,31540,40000,5040,4600
13430,3020,13430,40000,5080,4600
23500,3620,23500,40000,5120,4600
14930,1060,14930,40000,5160,4600
NA,NA,NA,40000,5200,4600
10420,3900,10420,40000,5240,4600
5390,980,5390,40000,5280,4600
NA,NA,NA,40000,5320,4600
NA,NA,NA,40000,4320,4560
4690,770,4690,40000,4360,4560
8240,370,8240,40000,4400,4560
NA,NA,NA,40000,4480,4560
NA,NA,NA,40000,4520,4560
160,0,160,40000,4560,4560
NA,NA,NA,40000,4600,4560
NA,NA,NA,40000,4640,4560
NA,NA,NA,40000,4680,4560
NA,NA,NA,40000,4720,4560
6330,890,6330,40000,4760,4560
10110,1860,10110,40000,4800,4560
NA,NA,NA,40000,4840,4560
3470,1350,3470,40000,4920,4560
23320,2100,23320,40000,4960,4560
16030,1990,16030,40000,5000,4560
13840,1830,13840,40000,5040,4560
8240,1210,8240,40000,5080,4560
15890,2560,15890,40000,5120,4560
17450,950,17450,40000,5200,4560
NA,NA,NA,40000,5240,4560
6230,1630,6230,40000,5280,4560
NA,NA,NA,40000,5320,4560
NA,NA,NA,40000,5360,4560
NA,NA,NA,40000,4240,4520
NA,NA,NA,40000,4280,4520
NA,NA,NA,40000,4320,4520
20130,880,20130,40000,4360,4520
8340,510,8340,40000,4400,4520
NA,NA,NA,40000,4440,4520
NA,NA,NA,40000,4520,4520
NA,NA,NA,40000,4560,4520
NA,NA,NA,40000,4600,4520
NA,NA,NA,40000,4640,4520
NA,NA,NA,40000,4680,4520
NA,NA,NA,40000,4720,4520
NA,NA,NA,40000,4760,4520
NA,NA,NA,40000,4800,4520
18820,3490,18820,40000,4920,4520
25260,3030,25260,40000,4960,4520
20400,3200,20400,40000,5000,4520
NA,NA,NA,40000,5040,4520
4680,680,4680,40000,5080,4520
6880,960,6880,40000,5120,4520
9670,810,9670,40000,5160,4520
12540,2290,12540,40000,5200,4520
6870,910,6870,40000,5240,4520
6910,990,6910,40000,5320,4520
NA,NA,NA,40000,5360,4520
620,0,620,40000,4200,4480
1980,240,1980,40000,4240,4480
9350,520,9350,40000,4320,4480
21800,870,21800,40000,4360,4480
NA,NA,NA,40000,4400,4480
NA,NA,NA,40000,4440,4480
NA,NA,NA,40000,4480,4480
NA,NA,NA,40000,4520,4480
3170,810,3170,40000,4560,4480
NA,NA,NA,40000,4600,4480
2240,960,2240,40000,4640,4480
NA,NA,NA,40000,4680,4480
7700,2130,7700,40000,4720,4480
3460,1300,3460,40000,4760,4480
11660,1590,11660,40000,4880,4480
49660,3450,49660,40000,4960,4480
20960,2580,20960,40000,5000,4480
8600,1430,8600,40000,5040,4480
6910,1030,6910,40000,5080,4480
7290,690,7290,40000,5120,4480
8780,1220,8780,40000,5160,4480
5350,640,5350,40000,5200,4480
3590,420,3590,40000,5240,4480
5240,1550,5240,40000,5280,4480
8720,2180,8720,40000,5320,4480
NA,NA,NA,40000,4200,4440
NA,NA,NA,40000,4240,4440
8290,510,8290,40000,4280,4440
15520,1200,15520,40000,4320,4440
NA,NA,NA,40000,4360,4440
540,0,540,40000,4400,4440
210,0,210,40000,4440,4440
NA,NA,NA,40000,4480,4440
11990,4210,11990,40000,4520,4440
5630,3270,5630,40000,4560,4440
NA,NA,NA,40000,4600,4440
2680,900,2680,40000,4640,4440
5260,1570,5260,40000,4680,4440
5080,1480,5080,40000,4720,4440
15340,1510,15340,40000,4880,4440
26090,3230,26090,40000,4920,4440
39990,4110,39990,40000,4960,4440
5630,1560,5630,40000,5040,4440
8430,1280,8430,40000,5080,4440
11630,1380,11630,40000,5120,4440
9850,780,9850,40000,5160,4440
8320,1040,8320,40000,5200,4440
11000,2210,11000,40000,5240,4440
6720,770,6720,40000,5280,4440
7070,2180,7070,40000,5320,4440
2150,780,2150,40000,5360,4440
NA,NA,NA,40000,4120,4400
9980,280,9980,40000,4160,4400
6240,360,6240,40000,4200,4400
NA,NA,NA,40000,4240,4400
NA,NA,NA,40000,4280,4400
6070,390,6070,40000,4320,4400
NA,NA,NA,40000,4360,4400
620,0,620,40000,4400,4400
NA,NA,NA,40000,4480,4400
7920,3420,7920,40000,4520,4400
NA,NA,NA,40000,4560,4400
NA,NA,NA,40000,4600,4400
NA,NA,NA,40000,4640,4400
NA,NA,NA,40000,4680,4400
NA,NA,NA,40000,4720,4400
16680,2180,16680,40000,4880,4400
33850,6640,33850,40000,4920,4400
22920,2730,22920,40000,4960,4400
11500,3610,11500,40000,5000,4400
6990,840,6990,40000,5040,4400
5130,500,5130,40000,5080,4400
7170,230,7170,40000,5120,4400
NA,NA,NA,40000,5160,4400
8100,1670,8100,40000,5200,4400
9660,3130,9660,40000,5240,4400
3000,880,3000,40000,5280,4400
12260,2430,12260,40000,5320,4400
NA,NA,NA,40000,4080,4360
3410,120,3410,40000,4120,4360
NA,NA,NA,40000,4160,4360
2520,0,2520,40000,4200,4360
1100,0,1100,40000,4240,4360
NA,NA,NA,40000,4280,4360
NA,NA,NA,40000,4320,4360
7100,1050,7100,40000,4360,4360
NA,NA,NA,40000,4400,4360
NA,NA,NA,40000,4440,4360
NA,NA,NA,40000,4480,4360
NA,NA,NA,40000,4520,4360
NA,NA,NA,40000,4560,4360
NA,NA,NA,40000,4600,4360
NA,NA,NA,40000,4640,4360
NA,NA,NA,40000,4680,4360
14960,2250,14960,40000,4920,4360
9340,3410,9340,40000,5000,4360
11020,2550,11020,40000,5040,4360
11890,1110,11890,40000,5080,4360
7450,370,7450,40000,5120,4360
8590,990,8590,40000,5160,4360
6530,940,6530,40000,5200,4360
3030,580,3030,40000,5240,4360
2630,710,2630,40000,5280,4360
NA,NA,NA,40000,5320,4360
NA,NA,NA,40000,4040,4320
5200,80,5200,40000,4080,4320
5030,260,5030,40000,4120,4320
NA,NA,NA,40000,4160,4320
870,0,870,40000,4200,4320
4650,0,4650,40000,4240,4320
NA,NA,NA,40000,4280,4320
5760,250,5760,40000,4320,4320
NA,NA,NA,40000,4360,4320
NA,NA,NA,40000,4400,4320
NA,NA,NA,40000,4440,4320
NA,NA,NA,40000,4520,4320
180,0,180,40000,4560,4320
NA,NA,NA,40000,4600,4320
3020,670,3020,40000,4640,4320
5440,710,5440,40000,4680,4320
11500,440,11500,40000,4920,4320
18900,3170,18900,40000,4960,4320
11890,2310,11890,40000,5040,4320
13490,1090,13490,40000,5080,4320
9400,390,9400,40000,5120,4320
6140,510,6140,40000,5160,4320
7960,1950,7960,40000,5200,4320
12460,670,12460,40000,5240,4320
18260,1660,18260,40000,5280,4320
1410,190,1410,40000,4040,4280
NA,NA,NA,40000,4080,4280
NA,NA,NA,40000,4120,4280
NA,NA,NA,40000,4160,4280
NA,NA,NA,40000,4200,4280
NA,NA,NA,40000,4240,4280
NA,NA,NA,40000,4280,4280
NA,NA,NA,40000,4320,4280
NA,NA,NA,40000,4360,4280
580,0,580,40000,4400,4280
NA,NA,NA,40000,4440,4280
NA,NA,NA,40000,4480,4280
NA,NA,NA,40000,4520,4280
6430,2580,6430,40000,4680,4280
18540,850,18540,40000,4920,4280
37560,2460,37560,40000,4960,4280
45150,3390,45150,40000,5000,4280
30240,4410,30240,40000,5040,4280
23530,1950,23530,40000,5080,4280
36300,2520,36300,40000,5120,4280
34550,3490,34550,40000,5160,4280
17580,3130,17580,40000,5240,4280
NA,NA,NA,40000,5280,4280
4540,210,4540,40000,4040,4240
NA,NA,NA,40000,4080,4240
NA,NA,NA,40000,4120,4240
4360,210,4360,40000,4160,4240
NA,NA,NA,40000,4280,4240
NA,NA,NA,40000,4320,4240
NA,NA,NA,40000,4360,4240
810,0,810,40000,4400,4240
510,0,510,40000,4440,4240
NA,NA,NA,40000,4480,4240
960,0,960,40000,4520,4240
NA,NA,NA,40000,4600,4240
12500,3070,12500,40000,4640,4240
4580,1260,4580,40000,4680,4240
19230,910,19230,40000,4920,4240
21920,1150,21920,40000,4960,4240
43240,5330,43240,40000,5040,4240
18730,1460,18730,40000,5080,4240
42320,4590,42320,40000,5120,4240
22150,3730,22150,40000,5200,4240
NA,NA,NA,40000,5240,4240
NA,NA,NA,40000,4000,4200
2880,160,2880,40000,4040,4200
NA,NA,NA,40000,4080,4200
3130,270,3130,40000,4120,4200
1770,100,1770,40000,4160,4200
NA,NA,NA,40000,4200,4200
8850,330,8850,40000,4240,4200
NA,NA,NA,40000,4280,4200
14760,380,14760,40000,4320,4200
6240,370,6240,40000,4360,4200
NA,NA,NA,40000,4400,4200
NA,NA,NA,40000,4440,4200
NA,NA,NA,40000,4480,4200
NA,NA,NA,40000,4520,4200
4680,950,4680,40000,4560,4200
2270,540,2270,40000,4600,4200
NA,NA,NA,40000,4640,4200
4320,1180,4320,40000,4680,4200
12720,1630,12720,40000,4920,4200
35850,2810,35850,40000,4960,4200
21060,1630,21060,40000,5120,4200
9530,560,9530,40000,5160,4200
NA,NA,NA,40000,4000,4160
10130,170,10130,40000,4040,4160
NA,NA,NA,40000,4080,4160
5010,100,5010,40000,4120,4160
NA,NA,NA,40000,4200,4160
7260,340,7260,40000,4240,4160
NA,NA,NA,40000,4280,4160
13140,320,13140,40000,4320,4160
40550,1890,40550,40000,4360,4160
16700,140,16700,40000,4400,4160
680,0,680,40000,4440,4160
NA,NA,NA,40000,4480,4160
NA,NA,NA,40000,4520,4160
5610,1740,5610,40000,4560,4160
10810,3430,10810,40000,4600,4160
7370,2120,7370,40000,4640,4160
10530,4400,10530,40000,4680,4160
8710,2190,8710,40000,4720,4160
NA,NA,NA,40000,4760,4160
7140,1730,7140,40000,4840,4160
2140,890,2140,40000,4880,4160
NA,NA,NA,40000,4920,4160
9250,1870,9250,40000,4960,4160
20180,1960,20180,40000,5000,4160
23920,3120,23920,40000,5040,4160
18780,3070,18780,40000,5080,4160
NA,NA,NA,40000,5320,4160
3400,110,3400,40000,4040,4120
3700,110,3700,40000,4080,4120
1750,50,1750,40000,4120,4120
NA,NA,NA,40000,4200,4120
NA,NA,NA,40000,4240,4120
NA,NA,NA,40000,4280,4120
14100,640,14100,40000,4320,4120
11880,930,11880,40000,4360,4120
21280,500,21280,40000,4400,4120
790,0,790,40000,4440,4120
NA,NA,NA,40000,4480,4120
NA,NA,NA,40000,4520,4120
NA,NA,NA,40000,4560,4120
8680,2340,8680,40000,4600,4120
21330,7290,21330,40000,4640,4120
15010,2870,15010,40000,4680,4120
30030,4480,30030,40000,4720,4120
23200,8640,23200,40000,4760,4120
2340,820,2340,40000,4880,4120
NA,NA,NA,40000,5000,4120
2640,1270,2640,40000,5120,4120
NA,NA,NA,40000,5160,4120
26220,2280,26240,40000,5200,4120
42400,5330,42410,40000,5240,4120
22760,6220,22780,40000,5280,4120
NA,NA,NA,40000,4040,4080
3640,130,3640,40000,4080,4080
400,0,400,40000,4120,4080
NA,NA,NA,40000,4200,4080
NA,NA,NA,40000,4240,4080
9670,680,9670,40000,4280,4080
11060,1230,11060,40000,4320,4080
30030,1240,30030,40000,4360,4080
9530,250,9530,40000,4400,4080
NA,NA,NA,40000,4440,4080
9530,2170,9530,40000,4480,4080
NA,NA,NA,40000,4520,4080
NA,NA,NA,40000,4560,4080
4410,1180,4410,40000,4600,4080
14500,3670,14500,40000,4640,4080
30950,4450,30950,40000,4760,4080
12210,1650,12210,40000,4800,4080
NA,NA,NA,40000,5080,4080
33750,5280,33790,40000,5120,4080
34750,4490,34790,40000,5160,4080
45610,4930,45620,40000,5240,4080
6780,4330,6780,40000,5280,4080
10350,180,10350,40000,4040,4040
NA,NA,NA,40000,4080,4040
NA,NA,NA,40000,4120,4040
NA,NA,NA,40000,4160,4040
NA,NA,NA,40000,4200,4040
3410,220,3410,40000,4240,4040
7690,470,7690,40000,4280,4040
15510,1050,15510,40000,4320,4040
39940,2740,39940,40000,4360,4040
12100,760,12100,40000,4400,4040
8780,2490,8780,40000,4440,4040
17890,6800,17890,40000,4520,4040
5720,2160,5720,40000,4560,4040
45960,9560,45960,40000,4640,4040
42100,7720,42100,40000,4680,4040
32470,4050,32470,40000,4720,4040
12340,2140,12340,40000,4760,4040
NA,NA,NA,40000,4800,4040
6020,3880,6030,40000,5040,4040
25300,9560,25320,40000,5080,4040
34920,6170,34950,40000,5120,4040
32420,9190,32430,40000,5160,4040
56100,2050,56110,40000,5200,4040
45390,5780,45410,40000,5240,4040
28140,9530,28170,40000,5280,4040
12520,280,12520,40000,4040,4000
NA,NA,NA,40000,4080,4000
NA,NA,NA,40000,4120,4000
NA,NA,NA,40000,4160,4000
NA,NA,NA,40000,4200,4000
8450,820,8450,40000,4280,4000
25330,1980,25330,40000,4320,4000
28550,1900,28550,40000,4360,4000
11460,1130,11460,40000,4400,4000
7730,2220,7730,40000,4440,4000
17240,7300,17240,40000,4480,4000
9520,4100,9520,40000,4520,4000
14200,3170,14200,40000,4560,4000
23710,6040,23710,40000,4640,4000
29970,10220,29970,40000,4680,4000
23880,6480,23880,40000,4720,4000
14350,2890,14350,40000,4760,4000
620,0,620,40000,4800,4000
NA,NA,NA,40000,5000,4000
20060,10250,20080,40000,5040,4000
19010,7140,19030,40000,5080,4000
26960,6260,26980,40000,5160,4000
44040,7410,44070,40000,5200,4000
44860,12020,44880,40000,5240,4000
22850,3720,22860,40000,5320,4000
26270,130,26270,40000,4040,3960
NA,NA,NA,40000,4080,3960
660,0,660,40000,4120,3960
NA,NA,NA,40000,4160,3960
NA,NA,NA,40000,4200,3960
NA,NA,NA,40000,4240,3960
NA,NA,NA,40000,4280,3960
NA,NA,NA,40000,4320,3960
7100,1190,7100,40000,4360,3960
9400,2550,9400,40000,4400,3960
11100,5400,11100,40000,4440,3960
NA,NA,NA,40000,4480,3960
9730,4280,9730,40000,4520,3960
12490,5190,12490,40000,4560,3960
16100,2990,16100,40000,4600,3960
12360,2610,12360,40000,4640,3960
30020,6970,30020,40000,4680,3960
16550,4410,16550,40000,4720,3960
12510,5580,12510,40000,5000,3960
4540,2610,4550,40000,5120,3960
14920,2600,14930,40000,5160,3960
32200,4690,32230,40000,5240,3960
NA,NA,NA,40000,4040,3920
NA,NA,NA,40000,4080,3920
NA,NA,NA,40000,4120,3920
NA,NA,NA,40000,4160,3920
NA,NA,NA,40000,4200,3920
NA,NA,NA,40000,4240,3920
26310,7360,26310,40000,4400,3920
38830,7650,38830,40000,4440,3920
57180,11840,57180,40000,4480,3920
19940,5680,19940,40000,4560,3920
NA,NA,NA,40000,4720,3920
3200,1300,3200,40000,5000,3920
24060,5360,24070,40000,5160,3920
43580,5310,43610,40000,5240,3920
8510,1490,8520,40000,5360,3920
NA,NA,NA,40000,4080,3880
5430,310,5430,40000,4120,3880
5810,170,5810,40000,4160,3880
2390,100,2390,40000,4200,3880
22900,7640,22900,40000,4560,3880
19520,9510,19520,40000,4600,3880
17540,6730,17540,40000,4640,3880
23020,5790,23020,40000,4680,3880
NA,NA,NA,40000,4720,3880
8820,1450,8820,40000,4840,3880
NA,NA,NA,40000,5000,3880
13080,2140,13090,40000,5040,3880
23800,3720,23830,40000,5160,3880
12170,4040,12170,40000,4400,3840
11670,2680,11670,40000,4440,3840
14770,2600,14770,40000,4480,3840
17550,3800,17550,40000,4520,3840
23710,4540,23710,40000,4560,3840
20850,7840,20850,40000,4600,3840
14730,3190,14730,40000,4640,3840
14100,3090,14100,40000,4680,3840
NA,NA,NA,40000,4720,3840
5930,1360,5930,40000,4840,3840
28340,4580,28350,40000,5000,3840
30310,2730,30330,40000,5040,3840
40170,4440,40210,40000,5080,3840
NA,NA,NA,40000,5120,3840
6060,700,6070,40000,5160,3840
16430,4170,16450,40000,5400,3840
27280,4000,27280,40000,4280,3800
NA,NA,NA,40000,4360,3800
NA,NA,NA,40000,4400,3800
23340,4560,23340,40000,4440,3800
11840,1630,11840,40000,4480,3800
10100,1300,10100,40000,4520,3800
13550,2820,13550,40000,4560,3800
21900,3280,21900,40000,4600,3800
13190,2950,13190,40000,4640,3800
NA,NA,NA,40000,4680,3800
6020,1830,6020,40000,4720,3800
36350,8250,36350,40000,4800,3800
37250,5880,37280,40000,5000,3800
72210,5960,72250,40000,5080,3800
54510,1230,54560,40000,5120,3800
37310,1650,37370,40000,5160,3800
33300,4310,33340,40000,5200,3800
37180,5550,37230,40000,5240,3800
46710,4510,46780,40000,5280,3800
48050,9460,48120,40000,5360,3800
39440,4890,39440,40000,4240,3760
53610,9110,53610,40000,4320,3760
NA,NA,NA,40000,4360,3760
15620,1750,15620,40000,4480,3760
13430,3230,13430,40000,4520,3760
16390,3200,16390,40000,4560,3760
11370,2150,11370,40000,4600,3760
4360,640,4360,40000,4640,3760
15920,2150,15920,40000,4680,3760
25020,3390,25020,40000,4720,3760
NA,NA,NA,40000,4800,3760
56040,5840,56060,40000,5040,3760
63260,3550,63280,40000,5080,3760
110760,1350,110820,40000,5120,3760
NA,NA,NA,40000,5160,3760
81370,10510,81410,40000,5200,3760
20030,3460,20040,40000,5400,3760
55300,4380,55300,40000,4200,3720
44730,7850,44730,40000,4320,3720
NA,NA,NA,40000,4400,3720
31310,3800,31310,40000,4480,3720
9950,2710,9950,40000,4520,3720
13350,2560,13350,40000,4560,3720
14510,1140,14510,40000,4600,3720
8540,2090,8540,40000,4640,3720
36490,2410,36490,40000,4680,3720
25720,4280,25720,40000,4720,3720
NA,NA,NA,40000,4960,3720
55790,2390,55820,40000,5000,3720
72790,5360,72790,40000,5080,3720
89590,2680,89590,40000,5120,3720
106250,900,106250,40000,5160,3720
88810,3420,88810,40000,5200,3720
38390,4120,38450,40000,5320,3720
1580,0,1580,40000,4440,3680
52460,3920,52460,40000,4480,3680
15050,1390,15050,40000,4520,3680
18520,4260,18520,40000,4560,3680
14170,1160,14170,40000,4600,3680
15250,2530,15250,40000,4640,3680
18170,670,18170,40000,4680,3680
NA,NA,NA,40000,4720,3680
55560,2730,55560,40000,5000,3680
62690,3220,62690,40000,5040,3680
64330,2820,64330,40000,5120,3680
106790,5430,106790,40000,5160,3680
80930,4370,80930,40000,5200,3680
47720,7550,47720,40000,5320,3680
12110,4000,12110,40000,5360,3680
68190,7570,68190,40000,4200,3640
37070,4690,37070,40000,4320,3640
3810,300,3810,40000,4360,3640
16870,1410,16870,40000,4400,3640
36690,4850,36690,40000,4440,3640
71140,5160,71140,40000,4480,3640
56920,4920,56920,40000,4560,3640
71820,5940,71820,40000,5040,3640
94690,9150,94690,40000,5120,3640
102120,6520,102120,40000,5160,3640
86980,5800,86980,40000,5200,3640
39140,4640,39140,40000,5280,3640
17600,3540,17600,40000,5320,3640
24090,1640,24090,40000,4320,3600
13920,790,13920,40000,4360,3600
36400,2450,36400,40000,4480,3600
93230,11970,93230,40000,4520,3600
2960,0,2960,40000,5000,3600
47080,4900,47080,40000,5040,3600
36200,3970,36200,40000,5080,3600
79320,9170,79320,40000,5120,3600
67060,1110,67060,40000,5160,3600
50880,1500,50880,40000,5200,3600
25860,1870,25860,40000,5280,3600
NA,NA,NA,40000,5320,3600
27820,1640,27820,40000,4200,3560
73510,9750,73510,40000,4280,3560
31510,2300,31520,40000,4360,3560
62640,4120,62650,40000,4440,3560
NA,NA,NA,40000,4520,3560
NA,NA,NA,40000,4560,3560
25410,1340,25410,40000,4600,3560
NA,NA,NA,40000,4640,3560
61530,320,61530,40000,5120,3560
97780,3040,97780,40000,5160,3560
79610,1700,79610,40000,5200,3560
40100,5020,40100,40000,5280,3560
NA,NA,NA,40000,5320,3560
37880,2950,37890,40000,4320,3520
37290,4350,37300,40000,4360,3520
48860,2250,48860,40000,4400,3520
70140,2420,70140,40000,4440,3520
42170,1260,42190,40000,4800,3520
33820,670,33840,40000,4840,3520
6130,650,6140,40000,4960,3520
7550,450,7550,40000,5000,3520
15560,550,15560,40000,5040,3520
52820,3230,52820,40000,5200,3520
20920,3280,20920,40000,5240,3520
13290,2970,13290,40000,5280,3520
9350,1240,9350,40000,4440,3480
46660,1780,46690,40000,4720,3480
59100,1930,59140,40000,4800,3480
59650,1640,59710,40000,4840,3480
70700,480,70740,40000,4880,3480
66220,4610,66260,40000,4920,3480
11600,400,11610,40000,5200,3480
41100,1670,41110,40000,4640,3440
74480,7710,74530,40000,4680,3440
45940,1020,45990,40000,4800,3440
60540,1060,60590,40000,4840,3440
107170,290,107220,40000,4880,3440
87620,1870,87660,40000,4920,3440
108290,2130,108370,40000,5160,3440
28500,1870,28530,40000,4600,3400
76830,610,76870,40000,4800,3400
42160,330,42190,40000,4840,3400
86390,820,86480,40000,5160,3400
4830,520,4840,40000,5240,3400
NA,NA,NA,40000,4000,3360
37460,1140,37460,40000,4040,3360
68800,3170,68830,40000,4760,3360
100400,1070,100450,40000,4800,3360
85080,770,85140,40000,4840,3360
114450,390,114530,40000,4880,3360
107080,770,107150,40000,4920,3360
95850,1450,95890,40000,4960,3360
114590,820,114650,40000,5160,3360
71560,1990,71640,40000,5200,3360
NA,NA,NA,40000,5240,3360
NA,NA,NA,40000,3960,3320
74640,3580,74640,40000,4000,3320
93140,3580,93140,40000,4080,3320
75960,3260,75980,40000,4600,3320
92320,2800,92370,40000,4640,3320
55580,2120,55620,40000,4680,3320
107240,1360,107280,40000,4800,3320
86100,980,86150,40000,4840,3320
80230,370,80270,40000,4880,3320
82420,520,82490,40000,4920,3320
115170,740,115230,40000,4960,3320
103120,770,103210,40000,5000,3320
63880,1400,63940,40000,5080,3320
NA,NA,NA,40000,3920,3280
80510,2980,80510,40000,3960,3280
50830,2580,50830,40000,4000,3280
96750,2560,96750,40000,4080,3280
84310,1900,84340,40000,4600,3280
67180,4900,67250,40000,4640,3280
49120,2280,49170,40000,4680,3280
55180,190,55220,40000,4720,3280
74980,1350,75010,40000,4760,3280
93290,690,93330,40000,4800,3280
98540,160,98580,40000,4840,3280
118590,210,118680,40000,4880,3280
93170,520,93240,40000,4920,3280
90340,690,90460,40000,4960,3280
92330,300,92470,40000,5000,3280
67750,4610,67820,40000,5040,3280
50540,1260,50600,40000,5080,3280
85170,870,85270,40000,5120,3280
18090,1790,18110,40000,5240,3280
16630,570,16630,40000,3920,3240
40340,3370,40340,40000,3960,3240
64980,10170,64980,40000,4000,3240
92190,1270,92190,40000,4080,3240
78920,1580,78960,40000,4720,3240
122220,3780,122270,40000,4760,3240
110180,1040,110230,40000,4800,3240
102370,600,102460,40000,4840,3240
85390,1320,85470,40000,4880,3240
125420,1030,125520,40000,4920,3240
106770,530,106870,40000,4960,3240
86070,420,86220,40000,5000,3240
91610,510,91730,40000,5120,3240
100290,1100,100530,40000,5160,3240
NA,NA,NA,40000,3880,3200
47000,1310,47000,40000,3920,3200
75620,2110,75620,40000,4040,3200
69360,2510,69400,40000,4720,3200
108050,120,108110,40000,4760,3200
122390,870,122440,40000,4800,3200
111770,750,111840,40000,4840,3200
107900,280,108040,40000,4880,3200
80680,700,80770,40000,4920,3200
72820,1010,72920,40000,4960,3200
75540,280,75640,40000,5000,3200
NA,NA,NA,40000,3840,3160
63290,1050,63290,40000,3880,3160
80700,2160,80700,40000,3920,3160
70490,2760,70490,40000,3960,3160
83780,600,83850,40000,4760,3160
69860,740,69930,40000,4800,3160
71870,850,71920,40000,4840,3160
87090,400,87160,40000,4880,3160
74810,410,74900,40000,4920,3160
67460,940,67540,40000,4960,3160
55750,1430,55820,40000,5000,3160
26010,810,26100,40000,5040,3160
105460,720,106000,40000,5160,3160
100050,1020,100360,40000,5240,3160
50850,350,50980,40000,5280,3160
7120,0,7120,40000,3720,3120
NA,NA,NA,40000,3760,3120
68740,790,68740,40000,3800,3120
77520,950,77520,40000,3880,3120
49490,840,49490,40000,3920,3120
58450,710,58450,40000,3960,3120
70000,950,70000,40000,4000,3120
52300,1610,52360,40000,4680,3120
90790,1720,90870,40000,4720,3120
93810,1990,93900,40000,4760,3120
84630,1320,84750,40000,4800,3120
91320,1020,91380,40000,4840,3120
95190,380,95280,40000,4880,3120
74040,340,74150,40000,4920,3120
73620,1850,73690,40000,4960,3120
65440,1040,65500,40000,5000,3120
42740,590,42820,40000,5040,3120
89840,460,90140,40000,5120,3120
53980,440,54190,40000,5160,3120
59110,790,59450,40000,5200,3120
89870,870,90280,40000,5240,3120
79190,110,79320,40000,5280,3120
80470,2380,80470,40000,3720,3080
112880,1170,112880,40000,3760,3080
70180,1260,70180,40000,3960,3080
62990,1170,62990,40000,4000,3080
62540,5720,62600,40000,4720,3080
84800,1320,84880,40000,4760,3080
108460,630,108560,40000,4800,3080
81760,860,81830,40000,4840,3080
NA,NA,NA,40000,4880,3080
NA,NA,NA,40000,4920,3080
NA,NA,NA,40000,4960,3080
89220,870,89330,40000,5000,3080
53960,470,54210,40000,5120,3080
42250,330,42440,40000,5160,3080
45630,1470,45820,40000,5240,3080
96910,1090,96910,40000,3720,3040
120250,1210,120250,40000,3760,3040
89540,1820,89540,40000,3880,3040
47980,5780,47980,40000,4560,3040
65490,8350,65500,40000,4640,3040
86290,6030,86370,40000,4800,3040
100030,2870,100110,40000,4840,3040
NA,NA,NA,40000,4880,3040
NA,NA,NA,40000,4920,3040
18780,390,18830,40000,4960,3040
101220,470,101580,40000,5040,3040
69480,810,69750,40000,5080,3040
55640,310,56040,40000,5120,3040
52760,1410,53370,40000,5160,3040
20740,1320,20740,40000,3440,3000
NA,NA,NA,40000,3600,3000
49630,560,49630,40000,3640,3000
74970,1490,74970,40000,3680,3000
116440,2420,116440,40000,3720,3000
119760,2190,119760,40000,3760,3000
132970,1540,132970,40000,3800,3000
89080,1880,89090,40000,4560,3000
92080,1270,92080,40000,4600,3000
93110,540,93110,40000,4640,3000
98970,1450,98980,40000,4680,3000
86140,2200,86140,40000,4720,3000
80150,29390,80160,40000,4840,3000
94970,410,95010,40000,4880,3000
NA,NA,NA,40000,4920,3000
48810,520,48940,40000,4960,3000
34590,100,34830,40000,5000,3000
59520,530,60080,40000,5080,3000
54610,1380,55090,40000,5120,3000
58270,860,58750,40000,5160,3000
29640,780,29820,40000,5200,3000
16670,1280,16670,40000,3440,2960
NA,NA,NA,40000,3560,2960
71110,1940,71110,40000,3600,2960
105330,3920,105340,40000,3680,2960
127650,2780,127650,40000,3760,2960
110400,1680,110400,40000,3800,2960
123280,1050,123280,40000,3840,2960
72670,26590,72670,40000,4520,2960
68130,4190,68130,40000,4560,2960
85640,4860,85640,40000,4760,2960
80210,6400,80210,40000,4800,2960
60100,19350,60100,40000,4840,2960
NA,NA,NA,40000,4960,2960
50920,1800,50990,40000,5000,2960
39300,3020,39400,40000,5080,2960
42860,10350,42870,40000,5120,2960
36650,9180,36670,40000,5160,2960
17920,360,17970,40000,5200,2960
1510,0,1520,40000,5240,2960
52390,2600,52390,40000,3240,2920
53070,7540,53070,40000,3320,2920
83590,2340,83590,40000,3640,2920
90810,2780,90810,40000,3680,2920
103350,4860,103360,40000,3720,2920
83100,2020,83100,40000,3760,2920
80470,1190,80470,40000,3800,2920
103930,5730,103930,40000,3920,2920
87280,7630,87280,40000,3960,2920
79320,6860,79320,40000,4000,2920
79760,5130,79770,40000,4640,2920
81490,5410,81490,40000,4680,2920
70390,5690,70400,40000,4760,2920
67410,1270,67410,40000,4800,2920
92970,2010,92980,40000,4840,2920
31610,5600,31610,40000,4920,2920
27820,4010,27820,40000,4960,2920
NA,NA,NA,40000,5000,2920
38840,11620,38840,40000,5040,2920
53260,15360,53270,40000,5080,2920
55250,5750,55260,40000,5120,2920
57480,10360,57490,40000,5160,2920
NA,NA,NA,40000,5200,2920
NA,NA,NA,40000,5520,2920
NA,NA,NA,40000,3200,2880
45680,4630,45680,40000,3240,2880
65760,4690,65760,40000,3440,2880
99470,2040,99470,40000,3640,2880
42720,1640,42720,40000,3720,2880
54320,1050,54320,40000,3760,2880
104400,3180,104410,40000,3800,2880
